overall,asin,reviewerID,cluster,brand,highlight,asin2,reviewerID2,main_suggestions,second_suggestions
4.0,1983841633,A1ZOL59JA86C7Y,1,Visit Amazon's Mia Sheridan Page,0,1486,361,"{'1544648006', '1517678234', '1682306399', '1477849408', '1546754083', '1984119141', '1540490858', '1500598437', '031613399X', '1983841633'}","{'1544648006', '1517678234', '1682306399', '1477849408', '1546754083', '1984119141', '1540490858', '1500598437', '031613399X', '1983841633'}"
5.0,1983942162,A1B871BGSYX0F1,2,Visit Amazon's Willow Winters Page,0,1487,414,"{'1983942162', '1633921069', '1933320664', '1523779721', '153315368X', '1983936030', '1539341348', '1925512029', '1481859242', '0062267884'}","{'1983942162', '1633921069', '1933320664', '1523779721', '153315368X', '1983936030', '1539341348', '1925512029', '1481859242', '0062267884'}"
5.0,1983942162,A251SVMBQO95IE,2,Visit Amazon's Willow Winters Page,0,1487,62,"{'1983942162', '1633921069', '1933320664', '1523779721', '153315368X', '1983936030', '1539341348', '1925512029', '1481859242', '0062267884'}","{'1983942162', '1633921069', '1933320664', '1523779721', '153315368X', '1983936030', '1539341348', '1925512029', '1481859242', '0062267884'}"
4.0,1983942162,A2R2O6R00PXFC2,1,Visit Amazon's Willow Winters Page,0,1487,265,"{'1983942162', '1633921069', '1933320664', '1523779721', '153315368X', '1983936030', '1539341348', '1925512029', '1481859242', '0062267884'}","{'1983942162', '1633921069', '1933320664', '1523779721', '153315368X', '1983936030', '1539341348', '1925512029', '1481859242', '0062267884'}"
5.0,1983936030,A251SVMBQO95IE,2,Visit Amazon's Tia Louise Page,0,1488,62,"{'0988301318', '1983936030', '1983942162', '1484842812', '1517275741', '1978318634', '1545129754', '1493643274', '0062267884', '0804176795'}","{'0988301318', '1983936030', '1983942162', '1484842812', '1517275741', '1978318634', '1545129754', '1493643274', '0062267884', '0804176795'}"
5.0,1984151169,A2DURWUJV5HF2H,2,Visit Amazon's Isabella Starling Page,0,1489,380,"{'0307341577', '1936413965', '1548858102', '0999465201', '1520880685', '1986343456', '1521180350', '1545547300', '1984151169', '1481999842'}","{'0307341577', '1936413965', '1548858102', '0999465201', '1520880685', '1986343456', '1521180350', '1545547300', '1984151169', '1481999842'}"
5.0,1984119141,A1ZOL59JA86C7Y,2,Visit Amazon's Skye Warren Page,0,1490,361,"{'0451413970', '1544648006', '1517678234', '1940941768', '1984119141', '1515261417', '0997561505', '0062429078', '1545505489', '1983841633'}","{'0451413970', '1544648006', '1517678234', '1940941768', '1984119141', '1515261417', '0997561505', '0062429078', '1545505489', '1983841633'}"
4.0,198547123X,A19WZRD3RKFJSO,1,Visit Amazon's K. C. Lynn Page,0,1491,337,"{'0991310667', '1539576175', '150010597X', '1492807249', '1517756510', '198547123X', '1682811816', '1515968634', '1535591021', '1507666233'}","{'0991310667', '1539576175', '150010597X', '1492807249', '1517756510', '198547123X', '1682811816', '1515968634', '1535591021', '1507666233'}"
5.0,198547123X,A21P46OY40BP9B,2,Visit Amazon's K. C. Lynn Page,0,1491,232,"{'0991310667', '1539576175', '150010597X', '1492807249', '1517756510', '198547123X', '1682811816', '1515968634', '1535591021', '1507666233'}","{'0991310667', '1539576175', '150010597X', '1492807249', '1517756510', '198547123X', '1682811816', '1515968634', '1535591021', '1507666233'}"
5.0,198547123X,A3HU1XATNMR2C2,2,Visit Amazon's K. C. Lynn Page,0,1491,368,"{'0991310667', '1539576175', '150010597X', '1492807249', '1517756510', '198547123X', '1682811816', '1515968634', '1535591021', '1507666233'}","{'0991310667', '1539576175', '150010597X', '1492807249', '1517756510', '198547123X', '1682811816', '1515968634', '1535591021', '1507666233'}"
4.0,198547123X,A3QLYIPCBNS8TM,1,Visit Amazon's K. C. Lynn Page,0,1491,185,"{'0991310667', '1539576175', '150010597X', '1492807249', '1517756510', '198547123X', '1682811816', '1515968634', '1535591021', '1507666233'}","{'0991310667', '1539576175', '150010597X', '1492807249', '1517756510', '198547123X', '1682811816', '1515968634', '1535591021', '1507666233'}"
5.0,198547123X,ATQRXAKI5L0W1,2,Visit Amazon's K. C. Lynn Page,0,1491,417,"{'0991310667', '1539576175', '150010597X', '1492807249', '1517756510', '198547123X', '1682811816', '1515968634', '1535591021', '1507666233'}","{'0991310667', '1539576175', '150010597X', '1492807249', '1517756510', '198547123X', '1682811816', '1515968634', '1535591021', '1507666233'}"
1.0,1985727706,A1GZOY67UUE9C1,0,Visit Amazon's Amelia Wilde Page,0,1492,342,"{'1940673747', '1977756433', '1985727706', '0996799214', '1537241680', '1975814762', '1976219442', '1682306232', '1988937043', '1455571547'}","{'1940673747', '1977756433', '1985727706', '0996799214', '1537241680', '1975814762', '1976219442', '1682306232', '1988937043', '1455571547'}"
5.0,1985727706,A24PEXYGCID15Z,2,Visit Amazon's Amelia Wilde Page,0,1492,429,"{'1940673747', '1977756433', '1985727706', '0996799214', '1537241680', '1975814762', '1976219442', '1682306232', '1988937043', '1455571547'}","{'1940673747', '1977756433', '1985727706', '0996799214', '1537241680', '1975814762', '1976219442', '1682306232', '1988937043', '1455571547'}"
5.0,1985727706,A39CVMK2ZKEIK2,2,Visit Amazon's Amelia Wilde Page,0,1492,397,"{'1940673747', '1977756433', '1985727706', '0996799214', '1537241680', '1975814762', '1976219442', '1682306232', '1988937043', '1455571547'}","{'1940673747', '1977756433', '1985727706', '0996799214', '1537241680', '1975814762', '1976219442', '1682306232', '1988937043', '1455571547'}"
5.0,1985636689,A18UP4NRSNAIUM,2,Visit Amazon's Kandi Steiner Page,0,1493,29,"{'1682302261', '1985636689', '1530774683', '0385341679', '1633758915', '0007444117', '1940883334', '1503942090', '1442485256', '1508733090'}","{'1682302261', '1985636689', '1530774683', '0385341679', '1633758915', '0007444117', '1940883334', '1503942090', '1442485256', '1508733090'}"
4.0,1985636689,A33JTEMYGCO69V,1,Visit Amazon's Kandi Steiner Page,0,1493,151,"{'1682302261', '1985636689', '1530774683', '0385341679', '1633758915', '0007444117', '1940883334', '1503942090', '1442485256', '1508733090'}","{'1682302261', '1985636689', '1530774683', '0385341679', '1633758915', '0007444117', '1940883334', '1503942090', '1442485256', '1508733090'}"
5.0,1985636689,AK4UKS22DNJCZ,2,Visit Amazon's Kandi Steiner Page,0,1493,385,"{'1682302261', '1985636689', '1530774683', '0385341679', '1633758915', '0007444117', '1940883334', '1503942090', '1442485256', '1508733090'}","{'1682302261', '1985636689', '1530774683', '0385341679', '1633758915', '0007444117', '1940883334', '1503942090', '1442485256', '1508733090'}"
5.0,1985636689,A33ULGLKE24W5N,2,Visit Amazon's Kandi Steiner Page,0,1493,363,"{'1682302261', '1985636689', '1530774683', '0385341679', '1633758915', '0007444117', '1940883334', '1503942090', '1442485256', '1508733090'}","{'1682302261', '1985636689', '1530774683', '0385341679', '1633758915', '0007444117', '1940883334', '1503942090', '1442485256', '1508733090'}"
5.0,1985001209,A14U5KQ2VA5L65,2,Visit Amazon's T.M. Frazier Page,0,1494,53,"{'1481909282', '1250074134', '006238600X', '0385543913', '1520880685', '0062085506', '1480225649', '1985001209', '1984989065', '1539164195'}","{'1481909282', '1250074134', '006238600X', '0385543913', '1520880685', '0062085506', '1480225649', '1985001209', '1984989065', '1539164195'}"
4.0,1985001209,A3GM0DP362M2K5,1,Visit Amazon's T.M. Frazier Page,0,1494,270,"{'1481909282', '1250074134', '006238600X', '0385543913', '1520880685', '0062085506', '1480225649', '1985001209', '1984989065', '1539164195'}","{'1481909282', '1250074134', '006238600X', '0385543913', '1520880685', '0062085506', '1480225649', '1985001209', '1984989065', '1539164195'}"
5.0,1985001209,A1GZOY67UUE9C1,2,Visit Amazon's T.M. Frazier Page,0,1494,342,"{'1481909282', '1250074134', '006238600X', '0385543913', '1520880685', '0062085506', '1480225649', '1985001209', '1984989065', '1539164195'}","{'1481909282', '1250074134', '006238600X', '0385543913', '1520880685', '0062085506', '1480225649', '1985001209', '1984989065', '1539164195'}"
5.0,1985001209,AOLHNMI8G8R6K,2,Visit Amazon's T.M. Frazier Page,0,1494,95,"{'1481909282', '1250074134', '006238600X', '0385543913', '1520880685', '0062085506', '1480225649', '1985001209', '1984989065', '1539164195'}","{'1481909282', '1250074134', '006238600X', '0385543913', '1520880685', '0062085506', '1480225649', '1985001209', '1984989065', '1539164195'}"
4.0,1986343456,A14U5KQ2VA5L65,1,Visit Amazon's Winter Renshaw Page,0,1495,53,"{'1548858102', '0999465201', '1520880685', '0062085506', '1986343456', '197390585X', '1984989065', '1521180350', '1545547300', '1984151169'}","{'1548858102', '0999465201', '1520880685', '0062085506', '1986343456', '197390585X', '1984989065', '1521180350', '1545547300', '1984151169'}"
5.0,1986343456,A2DURWUJV5HF2H,2,Visit Amazon's Winter Renshaw Page,0,1495,380,"{'1548858102', '0999465201', '1520880685', '0062085506', '1986343456', '197390585X', '1984989065', '1521180350', '1545547300', '1984151169'}","{'1548858102', '0999465201', '1520880685', '0062085506', '1986343456', '197390585X', '1984989065', '1521180350', '1545547300', '1984151169'}"
4.0,1986343456,AYI1YAQ00E91P,1,Visit Amazon's Winter Renshaw Page,0,1495,379,"{'1548858102', '0999465201', '1520880685', '0062085506', '1986343456', '197390585X', '1984989065', '1521180350', '1545547300', '1984151169'}","{'1548858102', '0999465201', '1520880685', '0062085506', '1986343456', '197390585X', '1984989065', '1521180350', '1545547300', '1984151169'}"
5.0,1986151441,AHZ63RT78P9U6,2,Visit Amazon's Ella Frank Page,0,1496,269,"{'1986151441', '1539139468', '014219672X', '1533560641', '1986133532', '1493652540', '149530342X', '1987540891', '147677241X', '1535193336'}","{'1986151441', '1539139468', '014219672X', '1533560641', '1986133532', '1493652540', '149530342X', '1987540891', '147677241X', '1535193336'}"
5.0,1986151441,A20I8QOZHH9BRK,2,Visit Amazon's Ella Frank Page,0,1496,360,"{'1986151441', '1539139468', '014219672X', '1533560641', '1986133532', '1493652540', '149530342X', '1987540891', '147677241X', '1535193336'}","{'1986151441', '1539139468', '014219672X', '1533560641', '1986133532', '1493652540', '149530342X', '1987540891', '147677241X', '1535193336'}"
5.0,1986151441,A3PV5FJGYOY5NW,2,Visit Amazon's Ella Frank Page,0,1496,99,"{'1986151441', '1539139468', '014219672X', '1533560641', '1986133532', '1493652540', '149530342X', '1987540891', '147677241X', '1535193336'}","{'1986151441', '1539139468', '014219672X', '1533560641', '1986133532', '1493652540', '149530342X', '1987540891', '147677241X', '1535193336'}"
5.0,1986313689,A1HHSUAQDZ1XM6,2,Visit Amazon's Lauren Landish Page,0,1497,424,"{'1635762006', '1981681418', '1986313689', '1546562532', '1979980659', '1911608126', '1518674127', '1979686173', '1981954155', '1548896489'}","{'1635762006', '1981681418', '1986313689', '1546562532', '1979980659', '1911608126', '1518674127', '1979686173', '1981954155', '1548896489'}"
4.0,1986151441,A2F1VCY06CQE0C,1,Visit Amazon's Ella Frank Page,0,1496,393,"{'1986151441', '1539139468', '014219672X', '1533560641', '1986133532', '1493652540', '149530342X', '1987540891', '147677241X', '1535193336'}","{'1986151441', '1539139468', '014219672X', '1533560641', '1986133532', '1493652540', '149530342X', '1987540891', '147677241X', '1535193336'}"
5.0,1986313689,A2RMULV25P85EK,2,Visit Amazon's Lauren Landish Page,0,1497,421,"{'1635762006', '1981681418', '1986313689', '1546562532', '1979980659', '1911608126', '1518674127', '1979686173', '1981954155', '1548896489'}","{'1635762006', '1981681418', '1986313689', '1546562532', '1979980659', '1911608126', '1518674127', '1979686173', '1981954155', '1548896489'}"
4.0,1986504344,A3NU5MG1VOINFB,1,Visit Amazon's Adriana Locke Page,0,1498,93,"{'1518713459', '1530647541', '1986504344', '1939276195', '1541133633', '1522783075', '1502385511', '0985817089', '1540751309', '1942832141'}","{'1518713459', '1530647541', '1986504344', '1939276195', '1541133633', '1522783075', '1502385511', '0985817089', '1540751309', '1942832141'}"
4.0,1986504344,A3LCDVEAS2T8Y4,1,Visit Amazon's Adriana Locke Page,0,1498,378,"{'1518713459', '1530647541', '1986504344', '1939276195', '1541133633', '1522783075', '1502385511', '0985817089', '1540751309', '1942832141'}","{'1518713459', '1530647541', '1986504344', '1939276195', '1541133633', '1522783075', '1502385511', '0985817089', '1540751309', '1942832141'}"
5.0,1986504344,AUZ96COITGKE3,2,Visit Amazon's Adriana Locke Page,0,1498,66,"{'1518713459', '1530647541', '1986504344', '1939276195', '1541133633', '1522783075', '1502385511', '0985817089', '1540751309', '1942832141'}","{'1518713459', '1530647541', '1986504344', '1939276195', '1541133633', '1522783075', '1502385511', '0985817089', '1540751309', '1942832141'}"
5.0,1986504344,A3KLPA5D8SX7VR,2,Visit Amazon's Adriana Locke Page,0,1498,410,"{'1518713459', '1530647541', '1986504344', '1939276195', '1541133633', '1522783075', '1502385511', '0985817089', '1540751309', '1942832141'}","{'1518713459', '1530647541', '1986504344', '1939276195', '1541133633', '1522783075', '1502385511', '0985817089', '1540751309', '1942832141'}"
5.0,1986917967,A376U5S8TKOE69,2,Visit Amazon's Ilsa Madden-Mills Page,0,1499,278,"{'0989247910', '1484842812', '1986917967', '1682307549', '1484148037', '1250121116', '0751549959', '1976333083', '1544247060', '1943633177'}","{'0989247910', '1484842812', '1986917967', '1682307549', '1484148037', '1250121116', '0751549959', '1976333083', '1544247060', '1943633177'}"
4.0,1986917967,A23V5ED74WPYL8,1,Visit Amazon's Ilsa Madden-Mills Page,0,1499,256,"{'0989247910', '1484842812', '1986917967', '1682307549', '1484148037', '1250121116', '0751549959', '1976333083', '1544247060', '1943633177'}","{'0989247910', '1484842812', '1986917967', '1682307549', '1484148037', '1250121116', '0751549959', '1976333083', '1544247060', '1943633177'}"
4.0,1986917967,ALGAUZSEQQWI4,1,Visit Amazon's Ilsa Madden-Mills Page,0,1499,399,"{'0989247910', '1484842812', '1986917967', '1682307549', '1484148037', '1250121116', '0751549959', '1976333083', '1544247060', '1943633177'}","{'0989247910', '1484842812', '1986917967', '1682307549', '1484148037', '1250121116', '0751549959', '1976333083', '1544247060', '1943633177'}"
4.0,1986917967,A2MHRBM9MKRNTN,1,Visit Amazon's Ilsa Madden-Mills Page,0,1499,228,"{'0989247910', '1484842812', '1986917967', '1682307549', '1484148037', '1250121116', '0751549959', '1976333083', '1544247060', '1943633177'}","{'0989247910', '1484842812', '1986917967', '1682307549', '1484148037', '1250121116', '0751549959', '1976333083', '1544247060', '1943633177'}"
5.0,1986349195,A2VTPPOUWOT9AB,2,Visit Amazon's Skye Warren Page,0,1500,106,"{'1986349195', '1537524259', '1503939634', '1635760933', '1943443149', '0062434799', '1501155210', '154550170X', '153735129X', '0007141424'}","{'1986349195', '1537524259', '1503939634', '1635760933', '1943443149', '0062434799', '1501155210', '154550170X', '153735129X', '0007141424'}"
4.0,1986349195,A1IWPVN8JG4JC5,1,Visit Amazon's Skye Warren Page,0,1500,330,"{'1986349195', '1537524259', '1503939634', '1635760933', '1943443149', '0062434799', '1501155210', '154550170X', '153735129X', '0007141424'}","{'1986349195', '1537524259', '1503939634', '1635760933', '1943443149', '0062434799', '1501155210', '154550170X', '153735129X', '0007141424'}"
3.0,1986349195,A24AQDGC3AHPMD,1,Visit Amazon's Skye Warren Page,0,1500,219,"{'1986349195', '1537524259', '1503939634', '1635760933', '1943443149', '0062434799', '1501155210', '154550170X', '153735129X', '0007141424'}","{'1986349195', '1537524259', '1503939634', '1635760933', '1943443149', '0062434799', '1501155210', '154550170X', '153735129X', '0007141424'}"
3.0,1987540891,A1FUH1O6FCTUYG,1,Visit Amazon's L.J. Shen Page,0,1501,383,"{'1986151441', '0692238549', '197951951X', '1493652540', '1519591209', '149530342X', '1987540891', '1497586097', '147677241X', '1503935477'}","{'1986151441', '0692238549', '197951951X', '1493652540', '1519591209', '149530342X', '1987540891', '1497586097', '147677241X', '1503935477'}"
4.0,1986349195,A3SJW5TGW16UDT,1,Visit Amazon's Skye Warren Page,0,1500,16,"{'1986349195', '1537524259', '1503939634', '1635760933', '1943443149', '0062434799', '1501155210', '154550170X', '153735129X', '0007141424'}","{'1986349195', '1537524259', '1503939634', '1635760933', '1943443149', '0062434799', '1501155210', '154550170X', '153735129X', '0007141424'}"
5.0,1987540891,AHZ63RT78P9U6,2,Visit Amazon's L.J. Shen Page,0,1501,269,"{'1986151441', '0692238549', '197951951X', '1493652540', '1519591209', '149530342X', '1987540891', '1497586097', '147677241X', '1503935477'}","{'1986151441', '0692238549', '197951951X', '1493652540', '1519591209', '149530342X', '1987540891', '1497586097', '147677241X', '1503935477'}"
4.0,1986349195,A1TIOO6NMCHBKK,1,Visit Amazon's Skye Warren Page,0,1500,341,"{'1986349195', '1537524259', '1503939634', '1635760933', '1943443149', '0062434799', '1501155210', '154550170X', '153735129X', '0007141424'}","{'1986349195', '1537524259', '1503939634', '1635760933', '1943443149', '0062434799', '1501155210', '154550170X', '153735129X', '0007141424'}"
5.0,1987540891,A2B7PG6P30GPZT,2,Visit Amazon's L.J. Shen Page,0,1501,406,"{'1986151441', '0692238549', '197951951X', '1493652540', '1519591209', '149530342X', '1987540891', '1497586097', '147677241X', '1503935477'}","{'1986151441', '0692238549', '197951951X', '1493652540', '1519591209', '149530342X', '1987540891', '1497586097', '147677241X', '1503935477'}"
5.0,1986566854,A20VXF9DYI0I6H,2,Visit Amazon's John Steinbeck Page,0,1502,22,"{'0099771519', '0316081051', '006056492X', '0307265439', '0007368658', '0297851527', '1530173922', '7208061645', '0312938640', '1986566854'}","{'0099771519', '0316081051', '006056492X', '0307265439', '0007368658', '0297851527', '1530173922', '7208061645', '0312938640', '1986566854'}"
4.0,1986571041,A3A44JIMIWYFIE,1,Visit Amazon's R.R. Banks Page,0,1503,422,"{'1502352745', '1544648006', '1942135289', '1539499944', '1981577165', '1979980659', '1974036472', '1986571041', '1544803575', '153979301X'}","{'1502352745', '1544648006', '1942135289', '1539499944', '1981577165', '1979980659', '1974036472', '1986571041', '1544803575', '153979301X'}"
5.0,2253195103,A55ER33W947XU,2,Stephen King (author),0,1504,4,"{'0061147931', 'B001J8W92O', '0006545793', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', 'B001I1CHNS', '0385660073'}","{'0061147931', 'B001J8W92O', '0006545793', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', 'B001I1CHNS', '0385660073'}"
4.0,2253195103,A1MFPR1ILOQPJY,1,Stephen King (author),0,1504,9,"{'0061147931', 'B001J8W92O', '0006545793', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', 'B001I1CHNS', '0385660073'}","{'0061147931', 'B001J8W92O', '0006545793', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', 'B001I1CHNS', '0385660073'}"
3.0,2253195103,A1XGJ7TLP5Y3XC,1,Stephen King (author),0,1504,37,"{'0061147931', 'B001J8W92O', '0006545793', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', 'B001I1CHNS', '0385660073'}","{'0061147931', 'B001J8W92O', '0006545793', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', 'B001I1CHNS', '0385660073'}"
3.0,2253195103,AHHU34NT0HTR1,1,Stephen King (author),0,1504,13,"{'0061147931', 'B001J8W92O', '0006545793', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', 'B001I1CHNS', '0385660073'}","{'0061147931', 'B001J8W92O', '0006545793', '0439228905', '0060558121', '2253195103', '0099664313', '6077547328', 'B001I1CHNS', '0385660073'}"
4.0,1976250234,A3LBGLSO2VDJ9Y,1,Visit Amazon's Leah Holt Page,0,1505,390,"{'1976222729', '1493780786', '1540838331', '1545128367', '1514664003', '1402284853', '1986686981', '1976250234', '1493763121', '1508481938'}","{'1976222729', '1493780786', '1540838331', '1545128367', '1514664003', '1402284853', '1986686981', '1976250234', '1493763121', '1508481938'}"
3.0,6077547328,A1MFPR1ILOQPJY,1,Visit Amazon's James Dashner Page,0,1506,9,"{'0061147931', '1410440478', 'B001J8W92O', '0006545793', '0140437681', '0060558121', '2253195103', 'B0076JPX46', '6077547328', 'B001I1CHNS'}","{'0061147931', '1410440478', 'B001J8W92O', '0006545793', '0140437681', '0060558121', '2253195103', 'B0076JPX46', '6077547328', 'B001I1CHNS'}"
4.0,7208061645,A20VXF9DYI0I6H,1,Visit Amazon's Khaled Hosseini Page,0,1507,22,"{'0099771519', '0316081051', '006056492X', '0307265439', '0007368658', '0297851527', '1530173922', '7208061645', '0312938640', '1986566854'}","{'0099771519', '0316081051', '006056492X', '0307265439', '0007368658', '0297851527', '1530173922', '7208061645', '0312938640', '1986566854'}"
3.0,8184776217,A10LKYQ1D8LPK8,1,Collins,0,1508,20,"{'0060391448', '0316081051', '0061985848', '0001050230', '0441015662', '0028180054', 'B003156C4E', '0062498533', '0425261328', '8184776217'}","{'0060391448', '0316081051', '0061985848', '0001050230', '0441015662', '0028180054', 'B003156C4E', '0062498533', '0425261328', '8184776217'}"
4.0,8184776217,A5S98AEI9WI7Y,1,Collins,0,1508,5,"{'0060391448', '0316081051', '0061985848', '0001050230', '0441015662', '0028180054', 'B003156C4E', '0062498533', '0425261328', '8184776217'}","{'0060391448', '0316081051', '0061985848', '0001050230', '0441015662', '0028180054', 'B003156C4E', '0062498533', '0425261328', '8184776217'}"
5.0,9082295113,A3GWE80SUGORJD,2,Visit Amazon's Kat Latham Page,0,1509,275,"{'1492254398', '0996135618', '0800727436', '9082295113', '1682813258', '0312360819', '1500885711', '1495373959', '1547264667', '1611099080'}","{'1492254398', '0996135618', '0800727436', '9082295113', '1682813258', '0312360819', '1500885711', '1495373959', '1547264667', '1611099080'}"
4.0,9082295113,AW4NFCPN81CS3,1,Visit Amazon's Kat Latham Page,0,1509,134,"{'1492254398', '0996135618', '0800727436', '9082295113', '1682813258', '0312360819', '1500885711', '1495373959', '1547264667', '1611099080'}","{'1492254398', '0996135618', '0800727436', '9082295113', '1682813258', '0312360819', '1500885711', '1495373959', '1547264667', '1611099080'}"
4.0,1940883792,A9IK5K9R5VCAN,1,Visit Amazon's Sawyer Bennett Page,0,1510,96,"{'0062448110', '1492254398', '1502388472', '1494721279', '1515102963', '0312360819', '1943893098', '1940071143', '1940883792', '0765328674'}","{'0062448110', '1492254398', '1502388472', '1494721279', '1515102963', '0312360819', '1943893098', '1940071143', '1940883792', '0765328674'}"
5.0,1940883792,ACIBNIC86BRMI,2,Visit Amazon's Sawyer Bennett Page,0,1510,415,"{'0062448110', '1492254398', '1502388472', '1494721279', '1515102963', '0312360819', '1943893098', '1940071143', '1940883792', '0765328674'}","{'0062448110', '1492254398', '1502388472', '1494721279', '1515102963', '0312360819', '1943893098', '1940071143', '1940883792', '0765328674'}"
4.0,1940883792,AW4NFCPN81CS3,1,Visit Amazon's Sawyer Bennett Page,0,1510,134,"{'0062448110', '1492254398', '1502388472', '1494721279', '1515102963', '0312360819', '1943893098', '1940071143', '1940883792', '0765328674'}","{'0062448110', '1492254398', '1502388472', '1494721279', '1515102963', '0312360819', '1943893098', '1940071143', '1940883792', '0765328674'}"
5.0,1940883792,A325YEZFZEF3HM,2,Visit Amazon's Sawyer Bennett Page,0,1510,318,"{'0062448110', '1492254398', '1502388472', '1494721279', '1515102963', '0312360819', '1943893098', '1940071143', '1940883792', '0765328674'}","{'0062448110', '1492254398', '1502388472', '1494721279', '1515102963', '0312360819', '1943893098', '1940071143', '1940883792', '0765328674'}"
5.0,0997514051,A3RNB08M9Q4NNM,2,Visit Amazon's K.I. Lynn Page,0,1511,352,"{'0996135626', '1546736115', '1409166406', '1942288433', '1539620832', '1910747513', '1973742128', '1980553750', '0997514051', '1978226195'}","{'0996135626', '1546736115', '1409166406', '1942288433', '1539620832', '1910747513', '1973742128', '1980553750', '0997514051', '1978226195'}"
4.0,0997514051,A3310Z7THXSD5G,1,Visit Amazon's K.I. Lynn Page,0,1511,386,"{'0996135626', '1546736115', '1409166406', '1942288433', '1539620832', '1910747513', '1973742128', '1980553750', '0997514051', '1978226195'}","{'0996135626', '1546736115', '1409166406', '1942288433', '1539620832', '1910747513', '1973742128', '1980553750', '0997514051', '1978226195'}"
5.0,1635762960,A3GI0LLJ2BFRTS,2,Visit Amazon's Willow Winters Page,0,1512,191,"{'1542852129', '1635762960', '0425257150', '1942135289', '1944475176', '1682309827', '1943443149', '1984335812', '1503940756', '0007141424'}","{'1542852129', '1635762960', '0425257150', '1942135289', '1944475176', '1682309827', '1943443149', '1984335812', '1503940756', '0007141424'}"
3.0,1635762960,A17APVES3TT17Y,1,Visit Amazon's Willow Winters Page,0,1512,155,"{'1542852129', '1635762960', '0425257150', '1942135289', '1944475176', '1682309827', '1943443149', '1984335812', '1503940756', '0007141424'}","{'1542852129', '1635762960', '0425257150', '1942135289', '1944475176', '1682309827', '1943443149', '1984335812', '1503940756', '0007141424'}"
4.0,1635762960,AHRDOVFRA0KW7,1,Visit Amazon's Willow Winters Page,0,1512,183,"{'1542852129', '1635762960', '0425257150', '1942135289', '1944475176', '1682309827', '1943443149', '1984335812', '1503940756', '0007141424'}","{'1542852129', '1635762960', '0425257150', '1942135289', '1944475176', '1682309827', '1943443149', '1984335812', '1503940756', '0007141424'}"
4.0,1635762960,A3SJW5TGW16UDT,1,Visit Amazon's Willow Winters Page,0,1512,16,"{'1542852129', '1635762960', '0425257150', '1942135289', '1944475176', '1682309827', '1943443149', '1984335812', '1503940756', '0007141424'}","{'1542852129', '1635762960', '0425257150', '1942135289', '1944475176', '1682309827', '1943443149', '1984335812', '1503940756', '0007141424'}"
5.0,1981954155,A1HHSUAQDZ1XM6,2,Visit Amazon's J.H. Croix Page,0,1513,424,"{'1635762006', '1545081697', '1981681418', '1986313689', '1979980659', '1911608126', '1518674127', '1979686173', '1545346380', '1981954155'}","{'1635762006', '1545081697', '1981681418', '1986313689', '1979980659', '1911608126', '1518674127', '1979686173', '1545346380', '1981954155'}"
5.0,1545133743,A2EGLWRK7PCDYH,2,Visit Amazon's M Never Page,0,1514,190,"{'1635760828', '1535055227', '149973171X', '1533269467', '1635760933', '1545133743', '1544679017', '1542046807', '1480225649', '1523978260'}","{'1635760828', '1535055227', '149973171X', '1533269467', '1635760933', '1545133743', '1544679017', '1542046807', '1480225649', '1523978260'}"
5.0,1545133743,A1GZOY67UUE9C1,2,Visit Amazon's M Never Page,0,1514,342,"{'1635760828', '1535055227', '149973171X', '1533269467', '1635760933', '1545133743', '1544679017', '1542046807', '1480225649', '1523978260'}","{'1635760828', '1535055227', '149973171X', '1533269467', '1635760933', '1545133743', '1544679017', '1542046807', '1480225649', '1523978260'}"
4.0,1682307913,A3GM0DP362M2K5,1,Visit Amazon's T.M. Frazier Page,0,1515,270,"{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}","{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}"
5.0,1545133743,A28U5MC8J5NUCC,2,Visit Amazon's M Never Page,0,1514,204,"{'1635760828', '1535055227', '149973171X', '1533269467', '1635760933', '1545133743', '1544679017', '1542046807', '1480225649', '1523978260'}","{'1635760828', '1535055227', '149973171X', '1533269467', '1635760933', '1545133743', '1544679017', '1542046807', '1480225649', '1523978260'}"
5.0,1682307913,A24PEXYGCID15Z,2,Visit Amazon's T.M. Frazier Page,0,1515,429,"{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}","{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}"
5.0,1682307913,A3SH80I6SSS86M,2,Visit Amazon's T.M. Frazier Page,1,1515,373,"{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}","{'1537344374', '1539427765', '1940673747', '1682307913', '1530647541', '1939276195', '1502385511', '1455534188', '1973778947', '0985817089'}"
